,Price,Area,Location,No. of Bedrooms,Resale,ShoppingMall,ATM,School,Hospital,VaastuCompliant,City,Amenities,Furnitioned,Capacity(no. of people)
92,69.0,600,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
93,175.0,2250,Green Park,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
94,165.0,1200,Kalkaji,3.0,1,0.0,0.0,0.0,0.0,1.0,Delhi,1,0,6.0
95,30.0,645,Jamia Nagar,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
96,135.0,1600,Sector 4 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
97,38.0,1000,Uttam Nagar,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
98,50.0,920,Uttam Nagar,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
99,28.0,570,Dwarka Mor,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
100,1625.0,6400,DLF Phase 5,5.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,10.0
101,75.0,1100,Sector 3 Dwarka,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
102,260.0,1650,Chittaranjan Park,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
103,30.0,750,Chattarpur,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
104,30.0,800,Chattarpur,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
105,52.0,1000,Dwarka Mor,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
106,180.0,1700,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
107,350.0,1800,Vasant Kunj,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
108,44.0,810,Chattarpur,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
109,155.0,1800,Sector 13 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
110,275.0,1550,Greater Kailash,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
111,82.0,500,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,1.0,Delhi,1,1,2.0
112,47.99,950,Uttam Nagar,3.0,0,0.0,0.0,0.0,0.0,1.0,Delhi,1,0,6.0
113,150.0,1250,Sector-14 Rohini,3.0,1,1.0,0.0,0.0,0.0,1.0,Delhi,1,0,6.0
114,140.0,1000,Paschim Vihar,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
115,65.0,1000,Dwarka Mor,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
116,32.0,620,Dwarka Mor,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
117,66.0,700,Pitampura,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
118,68.0,581,Vasant Kunj,1.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
119,26.5,600,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,2.0
120,104.0,1000,Sector 18B Dwarka,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
121,225.0,2150,Sector 10 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
122,285.0,2350,Sector 11 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,1,8.0
123,140.0,1500,Sarita Vihar,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
124,54.99,900,Dwarka Mor,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
125,33.99,720,Dwarka Mor,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
