,Price,Area,Location,No. of Bedrooms,Resale,ShoppingMall,ATM,School,Hospital,VaastuCompliant,City,Amenities,Furnitioned,Capacity(no. of people)
1722,225.0,1750,Saket,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1723,270.0,3260,Saket,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1724,260.0,3450,Saket,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1725,210.0,2200,Saket,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1726,200.0,1750,Saket,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1727,215.0,1750,Saket,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1728,210.0,1600,Saket,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1729,185.0,1350,Saket,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1730,200.0,2160,Saket,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1731,290.0,2500,Saket,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1732,300.0,2850,Saket,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1733,160.0,1650,Saket,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1734,282.0,1880,Saket,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1735,65.0,1160,Chattarpur,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1736,40.0,900,Chattarpur,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1737,24.99,700,Uttam Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Delhi,1,0,4.0
1738,30.0,750,Chattarpur,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1739,110.0,1100,Sector 13 Rohini,2.0,1,0.0,0.0,0.0,0.0,1.0,Delhi,1,1,4.0
1740,155.0,1650,Sector 13 Rohini,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1741,57.0,1125,Sheikh Sarai,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1742,75.0,650,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1743,130.0,1100,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1744,85.0,650,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1745,117.0,1500,Sector 6 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1746,21.0,450,Greater Kailash,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,2.0
1747,35.0,600,West Sagarpur,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1748,44.0,800,nawada,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1749,67.0,1125,Shahdara,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1750,21.0,450,West Sagarpur,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,2.0
1751,46.0,500,Ashok Vihar,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,2.0
1752,45.0,800,nawada,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1753,90.0,1000,Paschim Vihar,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1754,20.0,495,Dwarka Mor,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1755,80.0,1215,Shahdara,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,8.0
1756,51.0,1500,Chattarpur,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1757,130.0,1500,Sector 21 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1758,115.0,1440,Shahdara,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,8.0
1759,30.0,750,Dwarka Mor,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1760,30.71,818,Chattarpur,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1761,33.0,845,Chattarpur,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1762,185.0,1550,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1763,190.0,1650,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1764,145.0,1100,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1765,225.0,1650,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1766,65.0,550,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,1.0,Delhi,1,1,2.0
1767,70.0,581,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1768,45.0,1250,Chattarpur,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1769,59.99,1350,Chattarpur,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1770,225.0,1350,Safdarjung Enclave,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1771,72.0,580,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1772,51.0,1500,Chattarpur,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1773,130.0,1500,Sector 21 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1774,115.0,1440,Shahdara,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,8.0
1775,30.0,750,Dwarka Mor,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1776,175.0,1200,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1777,475.0,2500,East of Kailash,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1778,49.0,1475,Chattarpur,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1779,26.0,833,Chattarpur,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1780,28.0,850,Chattarpur,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1781,25.0,900,Chattarpur,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1782,43.51,1450,Chattarpur,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1783,29.0,799,Chattarpur,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1784,43.0,1400,Chattarpur,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1785,46.99,1300,Chattarpur,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1786,35.0,765,Dwarka Mor,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1787,30.0,750,Dwarka Mor,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1788,20.0,450,Dwarka Mor,1.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,2.0
1789,148.0,1030,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1790,155.0,1025,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1791,155.0,1025,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1792,160.0,1400,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1793,155.0,1035,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1794,150.0,1025,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1795,148.0,1030,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1796,150.0,1025,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1797,160.0,1400,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1798,148.0,1030,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1799,155.0,1025,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1800,148.0,1030,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1801,148.0,1030,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1802,148.0,1030,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1803,155.0,1035,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1804,155.0,1025,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1805,155.0,1025,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1806,155.0,1035,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1807,155.0,1035,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1808,155.0,1035,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1809,155.0,1025,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1810,155.0,1035,Chittaranjan Park,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1811,80.0,1125,Sector 23 Rohini,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1812,175.0,1350,Alaknanda,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1813,195.0,1650,Alaknanda,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1814,230.0,1650,Kalkaji,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1815,175.0,1350,Alaknanda,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1816,185.0,1400,Alaknanda,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1817,135.0,900,Sector 9 Rohini,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1818,25.0,410,Khirki Extension,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,2.0
1819,125.0,1700,Sector 6 Dwarka,3.0,1,1.0,1.0,1.0,1.0,1.0,Delhi,1,0,6.0
1820,113.99999,1800,Sector 12 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1821,400.0,2600,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1822,210.0,1700,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1823,220.0,1350,mayur vihar phase 1,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1824,300.0,2200,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1825,80.0,580,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1826,290.0,1800,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1827,140.0,1100,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1828,750.0,2000,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1829,170.0,1150,Sector 13 Rohini,2.0,1,0.0,0.0,0.0,0.0,1.0,Delhi,1,1,4.0
1830,75.0,650,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1831,160.0,1100,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1832,160.0,1300,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1833,115.0,1050,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,2.0
1834,90.0,1500,Uttam Nagar,4.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,8.0
1835,89.0,1400,Uttam Nagar,4.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,8.0
1836,47.0,820,Uttam Nagar,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1837,27.0,625,Uttam Nagar,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1838,24.0,525,Uttam Nagar,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1839,75.0,1350,Uttam Nagar,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1840,35.0,750,Uttam Nagar,2.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1841,42.0,850,Uttam Nagar,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1842,120.0,1100,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1843,120.0,1000,Sector 13 Rohini,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1844,125.0,900,Sector 13 Rohini,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1845,120.0,950,Sector 13 Rohini,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1846,69.0,1565,Hauz Khas,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1847,23.0,450,Dashrath Puri,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1848,42.0,675,Sector 13 Rohini,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1849,190.0,1400,Rohini Sector 9,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,1,6.0
1850,180.0,1500,Sector 9 Rohini,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1851,84.99,750,Pitampura,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1852,32.0,750,SULTANPUR,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1853,400.0,1485,Pitampura,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1854,57.0,1125,Sheikh Sarai,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1855,325.0,1800,Greater Kailash,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1856,50.0,810,Uttam Nagar,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1857,62.0,900,Uttam Nagar,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1858,52.0,765,Uttam Nagar,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1859,418.0,2550,Patparganj,4.0,1,1.0,0.0,1.0,0.0,1.0,Delhi,1,1,8.0
1860,51.0,1125,Shahdara,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1861,52.33,1300,Kaushambi,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1862,360.0,2250,Patparganj,3.0,1,1.0,0.0,1.0,0.0,1.0,Delhi,1,1,6.0
1863,250.0,1560,mayur vihar phase 1,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1864,90.0,650,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1865,185.0,1700,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1866,28.68,562,Shakurbasti,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1867,215.0,2100,Sector 6 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1868,210.0,1800,Sector 6 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1869,180.0,1500,Sector 6 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1870,137.99999,1500,Sector 5 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1871,160.0,1500,Sector 10 Dwarka,3.0,1,0.0,0.0,0.0,0.0,1.0,Delhi,1,1,6.0
1872,200.0,2100,Sector 6 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1873,33.25,549,Karol Bagh,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1874,125.0,900,Sector 13 Rohini,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1875,85.0,1100,Mayur Vihar II,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1876,63.0,750,Mayur Vihar II,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1877,125.0,1200,Sector 13 Rohini,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1878,87.0,1050,Mayur Vihar II,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1879,199.0,1700,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1880,150.0,1150,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1881,220.0,1150,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1882,215.0,1700,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1883,215.0,1150,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1884,280.0,1800,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1885,220.0,1300,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1886,53.0,855,Uttam Nagar,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1887,350.0,1953,Greater Kailash,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1888,195.0,1650,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1889,42.0,750,Hari Nagar,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1890,54.0,855,Uttam Nagar,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1891,51.0,900,Hari Nagar,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1892,650.0,1950,Siri Fort,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1893,249.0,1900,Sector-18 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1894,225.0,1900,Sector 19 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1895,205.0,1900,Sector 11 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1896,175.0,1900,Sector 22 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1897,72.0,500,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1898,145.0,800,Pitampura,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1899,80.0,1000,Pitampura,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1900,140.0,1500,Sector 10 Dwarka,3.0,1,0.0,0.0,0.0,0.0,1.0,Delhi,1,1,6.0
1901,72.0,500,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1902,145.0,800,Pitampura,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1903,80.0,1000,Pitampura,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1904,22.0,450,Katwaria Sarai,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,2.0
1905,148.0,1300,Sector 9 Rohini,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,1,4.0
1906,120.0,900,Sector 9 Rohini,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1907,45.0,900,Hari Nagar,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1908,70.0,1600,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,6.0
1909,55.0,1000,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1910,200.0,1150,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1911,175.0,1800,Sector 6 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1912,147.0,1500,Sector 6 Dwarka,3.0,1,0.0,0.0,0.0,0.0,1.0,Delhi,1,1,6.0
1913,155.0,1500,Sector 5 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1914,90.0,950,Mayur Vihar II,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1915,30.0,450,Hari Nagar,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,2.0
1916,118.0,1200,Paschim Vihar,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1917,36.0,650,Hari Nagar,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1918,170.0,1150,Mayur Vihar II,3.0,1,0.0,0.0,0.0,0.0,1.0,Delhi,1,1,6.0
1919,30.0,450,Hari Nagar,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,2.0
1920,105.0,900,Sector 13 Rohini,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1921,53.0,855,Uttam Nagar,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1922,350.0,1953,Greater Kailash,3.0,0,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1923,51.0,900,Hari Nagar,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1924,650.0,1950,Siri Fort,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1925,120.0,1300,Mayur Vihar II,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,1,2.0
1926,100.0,900,Sector 13 Rohini,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1927,200.0,2000,Mayur Vihar,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1928,270.0,1800,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1929,42.0,800,Hari Nagar,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1930,210.0,1900,Sector 10 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1931,175.0,1900,Sector 22 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1932,115.0,1150,Sector 22 Dwarka,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1933,230.0,2000,Sector 19 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1934,135.0,1500,Sector 23 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1935,124.0,1150,Sector 19 Dwarka,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1936,165.0,1500,Sector-18 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1937,105.0,1150,Sector 7 Dwarka,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1938,175.0,1500,Sector 12 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1939,105.0,1150,Sector 3 Dwarka,2.0,1,0.0,0.0,0.0,0.0,1.0,Delhi,1,1,4.0
1940,30.0,450,Hari Nagar,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,2.0
1941,118.0,1200,Paschim Vihar,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1942,36.0,650,Hari Nagar,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1943,199.0,1700,Vasant Kunj,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1944,249.0,1900,Sector-18 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1945,145.0,1500,Sector 3 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1946,205.0,1900,Sector 11 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1947,115.0,1150,Sector 22 Dwarka,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1948,230.0,2000,Sector 19 Dwarka,4.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,8.0
1949,135.0,1500,Sector 23 Dwarka,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1950,124.0,1150,Sector 19 Dwarka,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,4.0
1951,72.0,500,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1952,145.0,800,Pitampura,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,4.0
1953,80.0,1000,Pitampura,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1954,22.0,450,Katwaria Sarai,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,2.0
1955,33.25,549,Karol Bagh,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1956,120.0,1300,Mayur Vihar II,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,1,2.0
1957,100.0,900,Sector 13 Rohini,2.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,0,0,4.0
1958,200.0,2000,Mayur Vihar,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1959,220.0,2000,Mayur Vihar,3.0,1,1.0,0.0,0.0,0.0,0.0,Delhi,1,0,6.0
1960,70.0,650,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,2.0
1961,290.0,1800,Vasant Kunj,3.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,1,6.0
1962,75.0,650,Vasant Kunj,1.0,1,0.0,0.0,0.0,0.0,0.0,Delhi,1,0,2.0
