,Price,Area,Location,No. of Bedrooms,Resale,ShoppingMall,ATM,School,Hospital,VaastuCompliant,City,Amenities,Furnitioned,Capacity(no. of people),clusters
5774,71.73999,1380,Mogappair,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5775,58.46,1424,Mevalurkuppam,3.0,1,0.0,1.0,0.0,0.0,1.0,Chennai,1,1,6.0,2
5776,94.25,1450,Navallur,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5777,55.5,925,Mogappair,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5778,49.0,1194,Mevalurkuppam,2.0,1,0.0,1.0,0.0,0.0,1.0,Chennai,1,1,4.0,1
5779,175.0,2150,Navallur,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,1,6.0,2
5780,48.87,940,Mogappair,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5781,142.0,1960,Navallur,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5782,82.5,1375,Mogappair,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5783,165.0,1980,Navallur,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,1,6.0,2
5784,112.0,1200,Iyyappanthangal,2.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5785,64.8,1080,Mogappair,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,1,4.0,0
5786,63.9,1065,Mogappair,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5787,49.0,1194,Chembarambakkam,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5788,750.0,2923,Teynampet,4.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,8.0,4
5789,42.17,990,Thalambur,2.0,1,1.0,1.0,1.0,1.0,1.0,Chennai,1,0,4.0,3
5790,82.5,1375,Mogappair,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5791,82.5,1375,Mogappair,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5792,95.0,1340,Iyappanthangal,2.0,1,1.0,1.0,1.0,1.0,1.0,Chennai,1,0,4.0,3
5793,36.15,1033,Guduvancheri,2.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5794,49.0,670,Perungudi,1.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,2.0,0
5795,90.0,2080,Padur,3.0,1,1.0,1.0,1.0,1.0,1.0,Chennai,1,1,6.0,3
5796,245.0,1818,Thiruvanmiyur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5797,225.0,1667,Thiruvanmiyur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5798,210.0,2451,Navallur,4.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,1,8.0,2
5799,265.0,1651,Egmore,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5800,400.0,6000,Navallur,4.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,8.0,4
5801,94.0,1915,Sholinganallur,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5802,31.35,1100,Mannivakkam,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5803,260.0,1631,Egmore,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5804,47.0,1140,Thaiyur,2.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5805,52.21,1135,Siruseri,2.0,0,1.0,1.0,1.0,0.0,1.0,Chennai,1,1,4.0,3
5806,38.22,910,Perumbakkam,1.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,1,2.0,0
5807,44.0,1150,Mevalurkuppam,3.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,1
5808,32.0,860,Mevalurkuppam,2.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5809,265.0,1636,Egmore,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5810,47.0,1140,Thaiyur,2.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5811,117.0,2107,Thoraipakkam OMR,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5812,64.8,1080,Mogappair,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,1,4.0,0
5813,63.9,1065,Mogappair,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5814,49.0,1194,Chembarambakkam,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5815,750.0,2923,Teynampet,4.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,8.0,4
5816,42.17,990,Thalambur,2.0,1,1.0,1.0,1.0,1.0,1.0,Chennai,1,0,4.0,3
5817,82.5,1375,Mogappair,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5818,82.5,1375,Mogappair,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5819,63.9,1065,Mogappair,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5820,64.8,1080,Mogappair,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5821,37.95,1150,Mevalurkuppam,3.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,1
5822,50.0,1220,Mevalurkuppam,2.0,1,0.0,1.0,0.0,0.0,1.0,Chennai,1,0,4.0,1
5823,64.8,1080,Mogappair,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5824,110.0,1695,Navallur,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5825,138.99999,2150,Navallur,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5826,157.0,2580,Mogappair,4.0,0,1.0,1.0,0.0,0.0,0.0,Chennai,1,0,8.0,1
5827,46.36,1405,Mevalurkuppam,3.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,1
5828,65.09999,1085,Mogappair,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5829,82.8,1380,Mogappair,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5830,75.0,1244,Pallikaranai,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5831,49.0,1194,Chembarambakkam,2.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5832,36.15,1033,Guduvancheri,2.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5833,49.0,670,Perungudi,1.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,2.0,0
5834,90.0,2080,Padur,3.0,1,1.0,1.0,1.0,1.0,1.0,Chennai,1,1,6.0,3
5835,245.0,1818,Thiruvanmiyur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5836,225.0,1667,Thiruvanmiyur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5837,210.0,2451,Navallur,4.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,1,8.0,2
5838,265.0,1651,Egmore,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5839,400.0,6000,Navallur,4.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,8.0,4
5840,94.0,1915,Sholinganallur,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5841,31.35,1100,Mannivakkam,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5842,260.0,1631,Egmore,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5843,47.0,1140,Thaiyur,2.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5844,52.21,1135,Siruseri,2.0,0,1.0,1.0,1.0,0.0,1.0,Chennai,1,1,4.0,3
5845,38.22,910,Perumbakkam,1.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,1,2.0,0
5846,44.0,1150,Mevalurkuppam,3.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,1
5847,32.0,860,Mevalurkuppam,2.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5848,265.0,1636,Egmore,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5849,47.0,1140,Thaiyur,2.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5850,117.0,2107,Thoraipakkam OMR,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5851,113.99999,1290,Injambakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5852,77.51,1546,Perumbakkam,4.0,0,0.0,1.0,1.0,0.0,0.0,Chennai,1,0,8.0,1
5853,82.8,1380,Mogappair,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5854,119.0,1970,Mogappair,3.0,0,1.0,1.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5855,157.0,2580,Mogappair,4.0,0,1.0,1.0,0.0,0.0,0.0,Chennai,1,0,8.0,1
5856,256.0,2052,Aminjikarai,4.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,8.0,4
5857,197.0,1581,Aminjikarai,2.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,4.0,0
5858,95.0,1340,Iyappanthangal,2.0,1,1.0,1.0,1.0,1.0,1.0,Chennai,1,0,4.0,3
5859,36.15,1033,Guduvancheri,2.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5860,49.0,670,Perungudi,1.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,2.0,0
5861,90.0,2080,Padur,3.0,1,1.0,1.0,1.0,1.0,1.0,Chennai,1,1,6.0,3
5862,245.0,1818,Thiruvanmiyur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5863,225.0,1667,Thiruvanmiyur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5864,210.0,2451,Navallur,4.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,1,8.0,2
5865,265.0,1651,Egmore,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5866,400.0,6000,Navallur,4.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,8.0,4
5867,94.0,1915,Sholinganallur,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5868,31.35,1100,Mannivakkam,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5869,260.0,1631,Egmore,3.0,1,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,2
5870,47.0,1140,Thaiyur,2.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5871,52.21,1135,Siruseri,2.0,0,1.0,1.0,1.0,0.0,1.0,Chennai,1,1,4.0,3
5872,39.5,1145,Thalambur,3.0,0,1.0,1.0,1.0,1.0,1.0,Chennai,1,0,6.0,3
5873,37.84,841,Iyyappanthangal,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5874,36.45,810,Iyyappanthangal,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5875,33.21,738,Iyyappanthangal,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5876,103.0,1230,Nanganallur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5877,49.34,999,Moolacheri,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5878,34.0,603,Moolacheri,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5879,58.0,1152,Moolacheri,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5880,31.43,603,Moolacheri,1.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,2.0,0
5881,34.0,612,Moolacheri,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5882,32.0,612,Moolacheri,1.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,2.0,0
5883,81.08,1243,Pallikaranai,2.0,0,1.0,1.0,1.0,1.0,1.0,Chennai,1,0,4.0,3
5884,176.0,2712,Pallikaranai,4.0,0,1.0,1.0,1.0,1.0,1.0,Chennai,1,0,8.0,3
5885,126.0,1944,Pallikaranai,3.0,0,1.0,1.0,1.0,1.0,1.0,Chennai,1,0,6.0,3
5886,120.0,1922,Pallikaranai,3.0,0,1.0,1.0,1.0,1.0,1.0,Chennai,1,0,6.0,3
5887,165.0,2691,Pallikaranai,4.0,0,1.0,1.0,1.0,1.0,1.0,Chennai,1,0,8.0,3
5888,82.0,1255,Pallikaranai,2.0,0,1.0,1.0,1.0,1.0,1.0,Chennai,1,0,4.0,3
5889,51.16,1066,Kovur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5890,69.69,1452,Kovur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5891,64.8,1350,Kovur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5892,44.35,924,Kovur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5893,65.70999,1369,Kovur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5894,56.4,1175,Kovur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5895,29.52,615,Kovur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5896,51.0,1020,Selaiyur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,6.0,1
5897,41.04999,820,Selaiyur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5898,83.03,1444,Sholinganallur,3.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,1
5899,56.47,1255,Kolapakkam,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5900,69.34999,1235,Ambattur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5901,31.95,841,Avadi,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5902,69.34999,1235,Ambattur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5903,38.79999,862,Kolapakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5904,287.0,1975,Thiruvanmiyur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5905,294.0,2015,Thiruvanmiyur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5906,77.48999,1230,Kovilambakkam,2.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5907,79.0,1254,Kovilambakkam,2.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5908,77.36,1228,Kovilambakkam,2.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5909,97.77,1552,Kovilambakkam,3.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5910,76.98,1222,Kovilambakkam,2.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5911,74.9,1189,Kovilambakkam,2.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5912,98.4,1562,Kovilambakkam,3.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5913,94.56,1501,Kovilambakkam,3.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5914,50.63,1220,Kattankulathur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,6.0,1
5915,34.22,835,Kattankulathur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5916,34.61,845,Kattankulathur,1.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,2.0,0
5917,64.34,1092,Manapakkam,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5918,24.71,706,Thirumazhisai,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5919,30.94,884,Thirumazhisai,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5920,42.75,775,Iyyappanthangal,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5921,45.13,778,Manapakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5922,63.34,1092,Manapakkam,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5923,272.0,4736,Sholinganallur,4.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,8.0,4
5924,255.0,4452,Sholinganallur,4.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,8.0,4
5925,255.0,4451,Sholinganallur,4.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,8.0,4
5926,269.0,4690,Sholinganallur,4.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,8.0,4
5927,92.28,1605,Sholinganallur,3.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,1
5928,92.34,1606,Sholinganallur,3.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,1
5929,83.54,1453,Sholinganallur,3.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,1
5930,95.33,1658,Sholinganallur,3.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,1
5931,95.45,1660,Sholinganallur,3.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,1
5932,75.98999,1551,Sholinganallur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5933,247.0,4297,Sholinganallur,4.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,8.0,4
5934,78.09999,1594,Sholinganallur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5935,79.0,1190,Mogappair,2.0,0,1.0,1.0,0.0,0.0,0.0,Chennai,1,0,4.0,1
5936,84.3,1270,Mogappair,2.0,0,1.0,1.0,0.0,0.0,0.0,Chennai,1,0,4.0,1
5937,269.0,4682,Sholinganallur,4.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,8.0,4
5938,236.0,4105,Sholinganallur,4.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,8.0,4
5939,130.0,1970,Mogappair,3.0,0,1.0,1.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5940,171.0,2580,Mogappair,4.0,0,1.0,1.0,0.0,0.0,0.0,Chennai,1,0,8.0,1
5941,124.0,1880,Mogappair,3.0,0,1.0,1.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5942,92.26,1390,Mogappair,3.0,0,1.0,1.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5943,122.0,1850,Mogappair,3.0,0,1.0,1.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5944,53.39,950,Sembakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5945,48.8,888,Rajakilpakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5946,34.72999,755,Rajakilpakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5947,36.5,745,Kovilambakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5948,44.0,920,Vellakkal,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5949,38.82,809,Nanmangalam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5950,38.83,809,Manikandan Nagar,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5951,46.56,970,Manikandan Nagar,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5952,42.37,755,Medavakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5953,40.79999,850,Medavakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5954,44.44,926,Medavakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5955,49.53,1032,Medavakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5956,36.5,745,Vellakkal,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5957,49.53,1032,Vellakkal,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5958,44.16,920,Kovilambakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5959,49.53,1032,Manikandan Nagar,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5960,46.56,970,Vellakkal,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5961,291.0,2004,Thiruvanmiyur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5962,291.0,2004,Thiruvanmiyur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5963,289.0,1986,Thiruvanmiyur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5964,75.59999,1200,Kovilambakkam,2.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5965,94.5,1500,Kovilambakkam,3.0,0,0.0,1.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5966,53.3,1099,Chromepet,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5967,69.59999,1200,Pallavaram,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5968,69.98999,1125,Rajakilpakkam,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5969,48.02,850,Sembakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5970,47.68,845,Sembakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5971,30.39,893,Guduvancheri,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5972,32.61999,870,Selaiyur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5973,42.5,850,Selaiyur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5974,29.0,580,Madambakkam,1.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,2.0,0
5975,81.0,1300,Medavakkam,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5976,72.45,1150,Medavakkam,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5977,49.99,1022,Medavakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5978,43.72,921,Nanmangalam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5979,36.35,750,Medavakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5980,47.47,1032,Nanmangalam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5981,432.0,2060,Nungambakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,1
5982,437.0,2081,Nungambakkam,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5983,430.99999,2056,Nungambakkam,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5984,432.0,2060,Nungambakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,1
5985,175.0,1350,T Nagar,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,6.0,1
5986,200.0,1575,CIT Nagar,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
5987,125.0,1475,Thoraipakkam,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5988,35.0,855,Perumbakkam,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
5989,58.08,939,Ambattur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5990,125.0,1320,T Nagar,2.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5991,38.81,721,Ambattur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5992,95.0,1300,Vadapalani,3.0,1,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,2
5993,38.81,721,Ambattur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5994,57.37,927,Ambattur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5995,38.81,721,Ambattur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5996,117.0,1569,Valasaravakkam,3.0,0,0.0,0.0,0.0,0.0,1.0,Chennai,1,0,6.0,1
5997,58.08,939,Ambattur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5998,46.35,872,Ambattur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
5999,38.81,721,Ambattur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
6000,57.37,927,Ambattur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
6001,38.81,721,Ambattur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
6002,69.0,1135,Porur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
6003,205.0,1283,Anna Nagar,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,1,6.0,2
6004,36.0,625,Porur,1.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,2.0,0
6005,47.0,1084,Pammal,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
6006,67.0,1356,Kovur,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,1,6.0,2
6007,150.0,1470,Koyambedu,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
6008,93.95,1525,Iyyappanthangal,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,6.0,1
6009,38.81,721,Ambattur,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,0,0,4.0,0
6010,59.91,950,Iyyappanthangal,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
6011,48.0,1036,Pammal,2.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,0,4.0,0
6012,235.0,1569,Nungambakkam,3.0,0,0.0,0.0,0.0,0.0,0.0,Chennai,1,1,6.0,2
