,Price,Area,Location,No. of Bedrooms,Resale,ShoppingMall,ATM,School,Hospital,VaastuCompliant,City,Amenities,Furnitioned,Capacity(no. of people),clusters
2288,43.12,1232,Uttarahalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2289,52.95,1513,Uttarahalli,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2290,36.96,1056,Uttarahalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2291,41.4,1183,Uttarahalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2292,38.32,1095,Uttarahalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2293,33.77,965,Uttarahalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2294,45.6,1303,Uttarahalli,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2295,50.15,1433,Uttarahalli,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2296,37.69,1077,Uttarahalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2297,34.47,985,Uttarahalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2298,49.56,1416,Uttarahalli,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2299,53.23,1521,Uttarahalli,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2300,39.54999,1130,Uttarahalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2301,34.19,977,Uttarahalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2302,53.51,1529,Uttarahalli,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2303,44.34,1267,Uttarahalli,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2304,78.37,1866,Anagalapura Near Hennur Main Road,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2305,98.34,2235,Anagalapura Near Hennur Main Road,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2306,82.98999,1976,Anagalapura Near Hennur Main Road,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2307,87.28,2182,Anagalapura Near Hennur Main Road,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2308,94.53,1725,Hosa Road,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2309,150.0,1795,Sahakar Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,4.0,0
2310,89.0,1000,Sahakar Nagar,1.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,2.0,0
2311,144.0,1740,Sahakar Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,4.0,0
2312,127.0,1490,Sahakar Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,4.0,0
2313,125.0,1320,Sahakar Nagar,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,6.0,2
2314,200.99999,2330,Sahakar Nagar,4.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,8.0,4
2315,188.0,2165,Sahakar Nagar,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,6.0,2
2316,137.0,1645,Sahakar Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,4.0,0
2317,189.0,1985,Sahakar Nagar,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,6.0,2
2318,85.0,1616,Avalahalli Off Sarjapur Road,3.0,0,1.0,1.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2319,120.0,2225,Sarjapur Road Wipro To Railway Crossing,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2320,90.0,1541,Hosa Road,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2321,93.0,1515,Varthur,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2322,110.0,1690,Uttarahalli,3.0,1,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,6.0,2
2323,120.0,2225,Sarjapur Road Wipro To Railway Crossing,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2324,180.0,1770,Bilekahalli,3.0,1,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,6.0,2
2325,293.0,3012,Bilekahalli,4.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,8.0,4
2326,227.99999,2370,Bilekahalli,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,6.0,2
2327,32.0,700,R T  Nagar,1.0,1,0.0,0.0,0.0,0.0,0.0,Bangalore,0,0,2.0,0
2328,32.0,700,R T  Nagar,1.0,1,0.0,0.0,0.0,0.0,0.0,Bangalore,0,0,2.0,0
2329,110.0,1335,JP Nagar Phase 7,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,1,4.0,0
2330,98.0,1690,Subramanyapura,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,1,6.0,2
2331,425.0,4282,JP Nagar Phase 4,4.0,1,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,8.0,4
2332,135.0,1500,Sahakar Nagar,3.0,1,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,2
2333,156.0,1880,JP Nagar Phase 7,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,1,6.0,2
2334,189.0,1985,Sahakar Nagar,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2335,154.0,1795,Sahakar Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,4.0,0
2336,123.0,1410,Sahakar Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,1,4.0,0
2337,68.45999,1042,JP Nagar Phase 8,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2338,91.73,1408,JP Nagar Phase 8,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2339,94.71,1455,JP Nagar Phase 8,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2340,72.47,1105,JP Nagar Phase 8,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2341,55.99,1120,Amruthahalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2342,118.0,1345,Sahakar Nagar,1.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,2.0,0
2343,48.15,1107,Horamavu,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2344,48.8,1122,Horamavu,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2345,50.5,1161,Horamavu,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2346,46.19,1062,Horamavu,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2347,47.85,1100,Horamavu,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2348,49.72,1143,Horamavu,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2349,47.37,1089,Horamavu,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2350,48.54,1116,Horamavu,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2351,283.0,3033,Banashankari,4.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,8.0,4
2352,214.0,2378,Banashankari,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,2
2353,235.0,2522,Banashankari,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,2
2354,299.0,3205,Banashankari,4.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,8.0,4
2355,92.0,1376,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2356,80.0,1168,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2357,92.0,1373,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2358,80.0,1168,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2359,80.0,1168,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2360,93.0,1376,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2361,79.0,1168,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2362,92.0,1376,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2363,91.0,1373,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2364,90.0,1373,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2365,79.0,1168,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2366,79.0,1160,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2367,80.0,1168,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2368,78.0,1160,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2369,92.0,1373,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2370,91.0,1376,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2371,91.0,1373,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2372,90.0,1373,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2373,79.0,1168,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2374,88.0,1373,RR Nagar,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2375,39.9,1140,Kengeri,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2376,40.21,1149,Kengeri,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2377,40.88,1168,Kengeri,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2378,90.6,1275,Begur,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2379,86.44,1210,Begur,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2380,88.36,1240,Begur,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2381,102.0,1450,Begur,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2382,85.28,1192,Begur,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2383,85.16,1190,Begur,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2384,88.04,1235,Begur,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2385,99.1,1400,Begur,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2386,76.34,1606,Ramamurthy Nagar,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2387,59.7,1239,Ramamurthy Nagar,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2388,76.75,1615,Ramamurthy Nagar,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2389,57.02,1180,Ramamurthy Nagar,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2390,62.1,1292,Ramamurthy Nagar,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2391,25.2,900,Attibele,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2392,33.04,1180,Attibele,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2393,30.1,1075,Attibele,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2394,28.0,1000,Attibele,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2395,24.64,880,Attibele,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2396,55.57,1185,Kadugodi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2397,119.0,2540,Kadugodi,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,2
2398,77.38,1650,Kadugodi,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2399,63.54,1355,Kadugodi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2400,28.14,600,Kadugodi,1.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,2.0,0
2401,54.63,1165,Kadugodi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2402,74.56999,1590,Kadugodi,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2403,54.16,1155,Kadugodi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2404,117.0,2495,Kadugodi,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,2
2405,56.04,1195,Kadugodi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2406,71.75,1530,Kadugodi,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2407,75.04,1600,Kadugodi,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2408,56.28,1200,Kadugodi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2409,52.0,884,Nagarbhavi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,0,0,4.0,0
2410,52.0,884,Nagarbhavi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2411,63.85,1120,Kodigehalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2412,65.31999,1005,Banaswadi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2413,94.57,1455,Banaswadi,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2414,90.35,1390,Banaswadi,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2415,66.62,1025,Banaswadi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2416,71.81999,1105,Banaswadi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2417,73.77,1135,Banaswadi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2418,71.25,1425,Whitefield Hope Farm Junction,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2419,63.89,1125,Kodigehalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2420,64.59,1125,Kodigehalli,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2421,118.0,2021,ITPL,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2422,115.0,1971,ITPL,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2423,79.2,1354,ITPL,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2424,107.0,1845,ITPL,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2425,106.0,1823,ITPL,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2426,84.64,1447,ITPL,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2427,81.84,1399,ITPL,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2428,101.0,1735,ITPL,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2429,81.78,1398,ITPL,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2430,112.99999,1940,ITPL,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2431,101.0,1743,ITPL,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2432,82.89,1417,ITPL,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2433,78.56,1343,ITPL,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2434,82.54,1411,ITPL,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2435,78.20999,1337,ITPL,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2436,117.0,2010,ITPL,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2437,105.0,1797,ITPL,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2438,103.0,1768,ITPL,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2439,44.55,990,JP Nagar Phase 8,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,0,0,4.0,0
2440,49.05,1090,JP Nagar Phase 8,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,0,0,4.0,0
2441,55.5,1250,Vidyaranyapura,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2442,45.0,1012,Vidyaranyapura,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2443,130.0,1630,Narayanapura on Hennur Main Road,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2444,55.0,1082,Kumbalgodu,2.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2445,207.0,1987,JP Nagar Phase 7,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2446,39.99,1333,Sarjapur,3.0,0,1.0,1.0,1.0,1.0,0.0,Bangalore,1,0,6.0,3
2447,35.22,1174,Sarjapur,3.0,0,1.0,1.0,1.0,1.0,0.0,Bangalore,1,0,6.0,3
2448,28.74,958,Sarjapur,2.0,0,1.0,1.0,1.0,1.0,0.0,Bangalore,1,0,4.0,3
2449,36.82,1473,Attibele,3.0,0,0.0,1.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2450,34.27,1371,Attibele,3.0,0,0.0,1.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2451,39.32,1573,Attibele,3.0,0,0.0,1.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2452,38.22,1529,Attibele,3.0,0,0.0,1.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2453,24.87,995,Attibele,2.0,0,0.0,1.0,0.0,0.0,1.0,Bangalore,1,0,4.0,0
2454,55.8,1240,JP Nagar Phase 8,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,0,0,6.0,1
2455,51.3,1140,JP Nagar Phase 8,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,0,0,6.0,1
2456,49.1,884,Nagarbhavi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,0,0,4.0,0
2457,49.1,884,Nagarbhavi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,0,0,4.0,0
2458,43.42,1241,Electronic City Phase 1,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2459,33.38,954,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2460,25.78,737,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2461,34.15,976,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2462,31.14,890,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2463,28.79,823,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2464,44.85,1282,Electronic City Phase 1,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2465,31.24,893,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2466,47.13,1347,Electronic City Phase 1,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2467,45.17,1291,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2468,47.34,1353,Electronic City Phase 1,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2469,31.59,903,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2470,42.19,1206,Electronic City Phase 1,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2471,47.34,1353,Electronic City Phase 1,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2472,25.78,743,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2473,36.45,1042,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2474,43.42,1241,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2475,22.53,644,Electronic City Phase 1,1.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,2.0,0
2476,28.93,827,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2477,26.14,747,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2478,105.0,2000,Nagarbhavi,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2479,48.67,1352,Electronic City Phase 1,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2480,47.35,1352,Electronic City Phase 1,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2481,26.53,737,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2482,28.62,795,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2483,33.39,954,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,0,0,4.0,0
2484,29.62,823,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2485,28.8,823,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2486,23.18,644,Electronic City Phase 1,1.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,2.0,0
2487,22.54,644,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2488,22.54,644,Electronic City Phase 1,1.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,2.0,0
2489,29.73,826,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2490,48.7,1353,Electronic City Phase 1,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2491,27.81,795,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2492,47.13,1347,Electronic City Phase 1,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2493,26.13,747,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2494,45.62,1304,Electronic City Phase 1,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2495,47.83,1367,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2496,43.42,1241,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2497,28.79,823,Electronic City Phase 1,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2498,50.45,1370,Electronic City Phase 2,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2499,43.62,1175,Electronic City Phase 2,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2500,55.0,1500,Electronic City Phase 2,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2501,45.65,1233,Electronic City Phase 2,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2502,40.0,1100,Electronic City Phase 2,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2503,48.0,1300,Electronic City Phase 2,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2504,44.85,1210,Electronic City Phase 2,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2505,40.11999,1075,Electronic City Phase 2,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2506,45.2,1220,Electronic City Phase 2,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2507,42.92,1155,Electronic City Phase 2,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2508,47.3,1280,Electronic City Phase 2,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2509,49.75,1350,Electronic City Phase 2,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2510,49.05,1330,Electronic City Phase 2,3.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,6.0,1
2511,42.22,1135,Electronic City Phase 2,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2512,39.95,1070,Electronic City Phase 2,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,1,0,4.0,0
2513,80.76,2019,Kannur on Thanisandra Main Road,3.0,0,0.0,0.0,0.0,0.0,1.0,Bangalore,1,0,6.0,1
2514,47.0,1005,Nagarbhavi,2.0,0,0.0,0.0,0.0,0.0,0.0,Bangalore,0,0,4.0,0
2515,35.79,1193,Sarjapur,3.0,0,1.0,1.0,1.0,1.0,0.0,Bangalore,1,0,6.0,3
2516,33.72,1124,Sarjapur,2.0,0,1.0,1.0,1.0,1.0,0.0,Bangalore,1,0,4.0,3
